,minutes,bonus,bps,total_points,output_clean_sheets
66543,0,0,0,0,0
67262,0,0,0,0,0
68123,0,0,0,0,0
68913,0,0,0,0,0
70274,0,0,0,0,0
71352,0,0,0,0,0
71353,0,0,0,0,0
72078,0,0,0,0,0
30929,0,0,0,0,0
31999,0,0,0,0,0
32479,0,0,0,0,0
33185,0,0,0,0,0
33186,0,0,0,0,0
33963,0,0,0,0,0
34611,0,0,0,0,0
35269,0,0,0,0,0
35934,0,0,0,0,0
36682,0,0,0,0,0
36683,0,0,0,0,0
37441,0,0,0,0,0
38418,0,0,0,0,0
38419,0,0,0,0,0
39137,0,0,0,0,0
39138,0,0,0,0,0
39877,0,0,0,0,0
40840,0,0,0,0,0
41527,0,0,0,0,0
42220,0,0,0,0,0
43432,0,0,0,0,0
44200,0,0,0,0,0
45096,90,1,27,7,0
45711,0,0,0,0,0
46419,0,0,0,0,0
49208,0,0,0,0,0
49814,0,0,0,0,0
50425,0,0,0,0,0
51038,0,0,0,0,0
51655,0,0,0,0,0
52273,0,0,0,0,0
52896,0,0,0,0,0
53520,0,0,0,0,0
54150,0,0,0,0,0
54724,0,0,0,0,0
55360,0,0,0,0,0
56000,0,0,0,0,0
56584,0,0,0,0,0
57044,0,0,0,0,0
57312,0,0,0,0,0
57759,0,0,0,0,0
58220,0,0,0,0,0
58288,0,0,0,0,0
58980,0,0,0,0,0
60434,0,0,0,0,0
61071,0,0,0,0,0
61769,0,0,0,0,0
62771,0,0,0,0,0
62839,0,0,0,0,0
64408,0,0,0,0,0
65350,0,0,0,0,0
65721,0,0,0,0,0
66510,0,0,0,0,0
67228,0,0,0,0,0
68087,0,0,0,0,0
68880,0,0,0,0,0
70729,0,0,0,0,0
70730,0,0,0,0,0
71421,0,0,0,0,0
72357,0,0,0,0,0
72507,0,0,0,0,0
73082,0,0,0,0,0
73666,0,0,0,0,0
74260,0,0,0,0,0
74862,0,0,0,0,0
75472,0,0,0,0,0
76053,0,0,0,0,0
76539,0,0,0,0,0
77178,0,0,0,0,0
77820,0,0,0,0,0
79048,0,0,0,0,0
79698,0,0,0,0,0
80356,0,0,0,0,0
81019,0,0,0,0,0
81687,0,0,0,0,0
82363,0,0,0,0,0
83056,0,0,0,0,0
83844,0,0,0,0,0
83845,0,0,0,0,0
84648,0,0,0,0,0
85380,0,0,0,0,0
86195,0,0,0,0,0
86196,0,0,0,0,0
86990,0,0,0,0,0
87727,0,0,0,0,0
88485,0,0,0,0,0
89273,0,0,0,0,0
90784,0,0,0,0,0
91883,0,0,0,0,0
92638,0,0,0,0,0
94008,0,0,0,0,0
94817,0,0,0,0,0
94818,0,0,0,0,0
95747,0,0,0,0,0
96526,0,0,0,0,0
97385,0,0,0,0,0
97386,0,0,0,0,0
98283,0,0,0,0,0
99481,0,0,0,0,0
100082,0,0,0,0,0
100756,0,0,0,0,0
101459,0,0,0,0,0
102175,0,0,0,0,0
102893,0,0,0,0,0
23455,0,0,0,0,0
24008,0,0,0,0,0
24568,0,0,0,0,0
25147,0,0,0,0,0
25553,90,0,13,2,0
26144,90,0,13,1,0
26743,90,0,24,8,0
27344,90,0,14,2,0
27945,90,0,10,0,0
28514,0,0,0,0,0
29092,0,0,0,0,0
29699,90,0,13,2,0
30308,0,0,0,0,0
30920,90,0,13,1,0
31454,0,0,0,0,0
31990,0,0,0,0,0
32474,0,0,0,0,0
33173,0,0,0,0,0
33954,0,0,0,0,0
34602,90,0,28,6,1
35259,90,0,16,2,0
35924,90,0,9,1,0
36672,90,0,16,1,0
37430,0,0,0,0,0
38403,0,0,0,0,0
38404,0,0,0,0,0
39249,0,0,0,0,0
39979,0,0,0,0,0
40943,0,0,0,0,0
41633,0,0,0,0,0
42954,90,0,9,1,0
43533,90,0,12,1,0
44360,0,0,0,0,0
44361,90,0,19,4,0
45186,0,0,0,0,0
45822,0,0,0,0,0
46531,0,0,0,0,0
73379,90,0,12,5,1
73968,90,0,10,2,0
74567,90,0,17,0,0
75173,90,0,11,-1,0
75793,90,0,9,0,0
76290,90,0,15,1,0
76866,90,0,17,0,0
77507,90,0,17,2,0
78150,90,0,8,1,0
78744,90,0,20,6,1
79380,90,0,27,6,1
80035,90,0,15,0,0
80696,90,0,16,1,0
81362,0,0,0,0,0
82034,0,0,0,0,0
82711,0,0,0,0,0
83452,0,0,0,0,0
84264,90,0,24,6,1
85010,15,0,3,1,0
85791,90,0,26,6,1
86611,6,0,3,1,0
87371,0,0,0,0,0
88120,0,0,0,0,0
88866,0,0,0,0,0
89729,0,0,0,0,0
90357,0,0,0,0,0
91392,0,0,0,0,0
91393,0,0,0,0,0
92265,0,0,0,0,0
93021,80,0,13,1,0
93674,29,0,3,1,0
94393,0,0,0,0,0
95311,0,0,0,0,0
96133,0,0,0,0,0
96947,0,0,0,0,0
97853,0,0,0,0,0
98675,0,0,0,0,0
99497,90,0,8,1,0
100094,90,0,12,2,0
100775,56,0,7,0,0
101478,90,1,24,7,1
102194,90,0,13,2,0
102912,0,0,0,0,0
24009,0,0,0,0,0
24569,45,0,6,1,0
25148,90,0,13,2,0
25722,82,0,10,3,1
26318,90,0,13,2,0
26918,90,0,12,2,0
27519,6,0,4,1,0
28122,0,0,0,0,0
28673,90,0,10,2,0
29269,90,0,16,3,1
29876,1,0,3,1,0
30486,90,3,65,18,0
31100,90,0,6,2,0
31609,1,0,3,1,0
32156,64,0,1,2,0
32579,1,0,4,1,0
33454,90,0,13,3,1
33455,5,0,2,1,0
34139,0,0,0,0,0
34787,36,0,5,1,0
35450,90,0,29,8,1
36116,90,1,36,8,0
36897,90,0,9,2,0
37645,0,0,0,0,0
38740,90,0,9,3,1
38741,16,0,5,1,0
39467,90,0,24,3,1
40173,90,0,17,5,1
41137,6,0,4,1,0
41827,90,0,9,1,0
42514,90,0,13,2,0
43108,90,0,10,3,1
44641,90,0,16,2,0
44642,0,0,0,0,0
44643,90,0,9,1,0
46021,61,0,16,3,1
46731,0,0,0,0,0
47165,68,0,14,2,0
47725,14,0,2,1,0
48296,0,0,0,0,0
48883,0,0,0,0,0
49485,90,0,15,2,0
50092,81,0,9,3,1
50704,90,0,16,2,0
51318,10,0,3,1,0
51936,90,0,18,2,0
52556,90,0,14,3,1
53179,90,0,17,2,0
53807,45,0,-1,0,0
54425,90,0,5,1,0
55014,90,0,15,1,0
55652,90,0,3,2,1
56276,90,0,17,3,1
57513,77,0,11,2,0
57966,90,2,35,12,0
58352,90,0,10,1,0
59052,0,0,0,0,0
59053,83,0,22,3,1
60014,90,0,16,3,1
60725,79,0,10,2,0
61385,75,0,9,1,0
61386,90,0,17,5,1
62228,90,0,-3,1,0
62897,0,0,0,0,0
63871,90,0,21,2,0
64838,0,0,0,0,0
65798,54,0,6,0,0
66576,0,0,0,0,0
67304,0,0,0,0,0
67305,0,0,0,0,0
68161,90,0,6,2,0
68162,90,0,10,2,0
68947,90,0,18,3,1
70084,90,0,8,2,0
71957,90,0,3,2,0
72454,77,0,1,1,0
73028,45,0,8,0,0
73610,90,0,14,2,0
74203,90,0,6,2,1
74805,90,0,13,3,1
75414,90,0,7,1,0
76480,58,0,10,1,0
77119,7,0,-1,0,0
77760,0,0,0,0,0
78396,14,0,3,1,0
78988,10,0,0,1,0
79638,29,0,10,1,0
80295,0,0,0,0,0
80957,35,0,-3,1,0
81624,0,0,0,0,0
82300,0,0,0,0,0
82988,0,0,0,0,0
83768,1,0,3,1,0
83769,21,0,1,1,0
84583,90,0,15,2,0
85305,0,0,0,0,0
85306,0,0,0,0,0
86120,0,0,0,0,0
86923,31,0,5,1,0
88418,32,0,1,0,0
89192,46,0,9,1,0
90669,82,0,4,2,0
90670,90,0,5,2,1
91816,90,2,30,10,1
92571,0,0,0,0,0
93941,0,0,0,0,0
94733,0,0,0,0,0
94734,0,0,0,0,0
95679,0,0,0,0,0
96453,0,0,0,0,0
97301,4,0,3,1,0
97302,4,0,1,1,0
98213,23,0,1,0,0
99160,2,0,4,1,0
99792,0,0,0,0,0
100421,5,0,3,1,0
101116,0,0,0,0,0
101824,84,0,7,2,0
102541,90,0,13,3,1
100245,0,0,0,0,0
100934,0,0,0,0,0
101639,0,0,0,0,0
102356,0,0,0,0,0
23457,90,0,9,2,0
24010,0,0,0,0,0
24570,0,0,0,0,0
25149,0,0,0,0,0
25559,0,0,0,0,0
26150,0,0,0,0,0
26749,0,0,0,0,0
27350,0,0,0,0,0
27951,0,0,0,0,0
28520,0,0,0,0,0
29098,0,0,0,0,0
29705,0,0,0,0,0
30314,0,0,0,0,0
30926,0,0,0,0,0
31460,0,0,0,0,0
31996,0,0,0,0,0
32477,0,0,0,0,0
33181,0,0,0,0,0
33960,0,0,0,0,0
34608,0,0,0,0,0
35266,0,0,0,0,0
35931,0,0,0,0,0
36679,0,0,0,0,0
37438,0,0,0,0,0
38414,0,0,0,0,0
38942,0,0,0,0,0
39696,0,0,0,0,0
40365,0,0,0,0,0
40659,0,0,0,0,0
41346,0,0,0,0,0
42037,0,0,0,0,0
42724,0,0,0,0,0
43277,0,0,0,0,0
43916,0,0,0,0,0
43917,0,0,0,0,0
45528,0,0,0,0,0
46234,0,0,0,0,0
47451,0,0,0,0,0
48016,0,0,0,0,0
48593,90,0,3,-1,0
49191,0,0,0,0,0
49797,0,0,0,0,0
50408,0,0,0,0,0
51021,0,0,0,0,0
51638,0,0,0,0,0
52256,0,0,0,0,0
52879,1,0,3,1,0
53503,0,0,0,0,0
54133,0,0,0,0,0
54708,0,0,0,0,0
55343,0,0,0,0,0
55983,0,0,0,0,0
56567,0,0,0,0,0
57032,0,0,0,0,0
57306,0,0,0,0,0
57745,0,0,0,0,0
58525,0,0,0,0,0
60413,0,0,0,0,0
61053,0,0,0,0,0
62746,0,0,0,0,0
62747,0,0,0,0,0
64382,0,0,0,0,0
65328,0,0,0,0,0
65329,0,0,0,0,0
65649,0,0,0,0,0
66001,0,0,0,0,0
66768,0,0,0,0,0
67554,0,0,0,0,0
67555,0,0,0,0,0
68373,0,0,0,0,0
69141,0,0,0,0,0
70698,0,0,0,0,0
70699,0,0,0,0,0
70775,0,0,0,0,0
72338,0,0,0,0,0
23458,90,0,14,1,0
24011,90,1,22,6,0
24571,57,0,14,1,0
25150,30,0,3,1,0
25435,0,0,0,0,0
26025,0,0,0,0,0
26624,90,0,16,1,0
27224,0,0,0,0,0
27825,0,0,0,0,0
28407,0,0,0,0,0
28971,0,0,0,0,0
29578,0,0,0,0,0
30185,7,0,3,1,0
30796,24,0,3,1,0
31883,90,0,15,2,0
32386,4,0,3,1,0
33824,1,0,3,1,0
34471,90,0,11,1,0
35127,0,0,0,0,0
35792,0,0,0,0,0
36510,56,0,5,1,0
36511,72,0,12,1,0
37288,90,0,23,6,1
38176,0,0,0,0,0
38177,0,0,0,0,0
39066,0,0,0,0,0
39813,17,0,3,1,0
40776,75,2,37,11,1
41463,90,0,24,6,1
42153,29,0,13,4,0
42822,90,1,26,7,1
43379,90,0,15,1,0
44102,90,0,20,6,1
44103,74,0,23,6,1
45043,90,0,13,2,0
45647,81,0,22,6,1
46354,0,0,0,0,0
47375,90,0,10,2,0
47939,90,0,5,0,0
48515,90,1,30,10,1
49113,90,0,12,2,0
49718,0,0,0,0,0
50329,0,0,0,0,0
50941,0,0,0,0,0
51557,90,0,8,2,0
52175,90,0,15,0,0
52798,90,0,7,0,0
53422,90,0,24,6,1
54052,90,0,5,1,0
54638,90,0,23,2,0
55262,90,0,1,0,0
55901,90,0,16,2,0
56498,90,0,10,1,0
56981,0,0,0,0,0
58636,90,0,12,1,0
59372,53,0,6,0,0
60312,0,0,0,0,0
60974,90,2,25,3,0
61657,90,2,37,14,1
62616,90,0,15,1,0
63167,90,0,9,2,0
64260,90,0,11,0,0
65209,90,0,6,2,0
65210,90,1,25,7,1
66134,0,0,0,0,0
66135,0,0,0,0,0
66888,90,0,27,6,1
67684,90,0,15,2,0
68503,90,0,10,1,0
69262,90,0,19,5,1
70550,90,0,11,2,0
70551,90,0,22,5,1
70865,83,0,5,-1,0
70866,90,0,18,1,0
72245,0,0,0,0,0
72889,0,0,0,0,0
73468,0,0,0,0,0
74059,0,0,0,0,0
74659,0,0,0,0,0
75265,0,0,0,0,0
75886,0,0,0,0,0
76344,0,0,0,0,0
76964,90,0,15,2,0
77605,74,0,13,1,0
78248,66,0,9,2,0
78838,90,0,15,2,0
79479,90,0,24,6,1
80134,63,0,19,6,1
80795,70,0,10,2,0
81461,61,0,16,2,0
82134,0,0,0,0,0
82812,20,0,6,1,0
83570,27,0,6,1,0
84396,68,0,7,2,0
85118,45,0,3,0,0
85922,90,2,29,8,1
86734,90,0,11,1,0
87487,90,3,43,15,1
88236,90,0,16,1,0
88237,60,0,9,1,0
88982,90,0,4,1,0
89867,90,0,17,5,1
90442,83,0,8,1,0
91590,76,0,9,2,0
92385,86,0,17,1,0
93143,0,0,0,0,0
93765,0,0,0,0,0
94515,0,0,0,0,0
95469,45,0,8,0,0
96255,0,0,0,0,0
97085,0,0,0,0,0
98013,0,0,0,0,0
98801,0,0,0,0,0
99318,0,0,0,0,0
99937,0,0,0,0,0
100586,0,0,0,0,0
101283,0,0,0,0,0
101996,0,0,0,0,0
102713,0,0,0,0,0
23459,0,0,0,0,0
24012,0,0,0,0,0
24572,1,0,2,1,0
25151,0,0,0,0,0
25494,11,0,3,1,0
26084,90,0,9,2,0
26683,90,0,0,1,0
27284,90,0,13,2,0
27885,90,0,13,2,1
29032,90,0,10,2,0
29639,90,0,8,2,0
30246,90,1,24,3,0
30857,0,0,0,0,0
31408,0,0,0,0,0
31933,90,0,13,2,0
32430,90,0,5,2,0
33076,0,0,0,0,0
33077,0,0,0,0,0
33890,0,0,0,0,0
34538,0,0,0,0,0
35195,0,0,0,0,0
35860,0,0,0,0,0
36595,0,0,0,0,0
37362,0,0,0,0,0
38292,0,0,0,0,0
39489,0,0,0,0,0
40194,0,0,0,0,0
40574,14,0,1,1,0
41158,90,0,16,5,0
41848,90,0,8,2,0
42534,79,0,7,2,0
43126,90,0,5,2,0
43733,90,0,14,2,0
44675,13,0,3,1,0
45373,6,0,2,1,0
46043,19,0,3,1,0
46754,90,0,6,3,1
46988,6,0,3,1,0
47543,45,0,4,1,0
48110,90,0,22,2,0
48688,90,0,13,2,0
49287,90,0,8,2,0
49893,90,1,22,8,0
50504,90,0,13,2,0
51117,59,0,1,0,0
51735,65,0,9,2,0
52353,80,0,6,2,0
52976,0,0,0,0,0
53601,19,0,6,1,0
54231,0,0,0,0,0
54806,0,0,0,0,0
55442,0,0,0,0,0
56079,0,0,0,0,0
56650,0,0,0,0,0
57082,29,0,2,1,0
57368,90,0,20,5,0
59405,90,0,13,2,0
59764,48,0,1,1,0
60516,0,0,0,0,0
61164,0,0,0,0,0
61898,0,0,0,0,0
63197,0,0,0,0,0
63543,1,0,3,1,0
63544,23,0,2,1,0
64529,90,0,5,2,0
64530,0,0,0,0,0
66172,0,0,0,0,0
66922,2,0,3,1,0
67726,0,0,0,0,0
67727,1,0,3,1,0
68539,90,0,12,3,1
69296,0,0,0,0,0
69695,90,0,9,2,0
71048,90,0,16,3,1
71719,90,0,10,2,0
72629,10,0,9,1,0
73205,14,0,3,1,0
73791,20,0,3,1,0
74387,90,0,7,2,0
74990,90,1,26,6,0
75605,90,0,14,2,1
76142,18,0,3,1,0
76673,90,0,27,7,0
77314,90,0,6,2,0
77956,90,0,8,3,1
78571,90,0,11,3,1
79185,90,0,19,5,0
79838,90,0,11,3,1
80498,90,0,6,2,0
81162,90,0,1,2,1
81832,90,0,5,3,1
82508,90,0,1,3,1
83220,90,0,12,3,1
84022,90,0,16,3,1
84799,90,0,14,3,1
85553,90,1,24,6,0
86371,90,0,12,5,0
87151,90,0,15,2,0
88646,62,0,3,2,0
89472,90,0,8,2,0
90202,90,0,12,2,0
91046,90,0,13,3,1
91047,90,0,12,2,0
92044,45,0,-1,1,0
92800,22,0,4,1,0
93492,90,0,24,5,0
94172,73,0,13,3,1
95023,0,0,0,0,0
95911,0,0,0,0,0
96706,0,0,0,0,0
96707,0,0,0,0,0
97589,90,0,6,3,1
98449,0,0,0,0,0
98977,5,0,3,1,0
99630,33,0,2,1,0
100233,18,0,5,1,0
100922,32,0,17,4,0
101627,90,0,15,3,1
102344,90,0,40,11,1
98495,0,0,0,0,0
91376,0,0,0,0,0
92255,0,0,0,0,0
93011,0,0,0,0,0
93667,0,0,0,0,0
94383,0,0,0,0,0
95298,0,0,0,0,0
96123,0,0,0,0,0
96936,0,0,0,0,0
97840,0,0,0,0,0
98665,0,0,0,0,0
73040,0,0,0,0,0
73622,0,0,0,0,0
74215,0,0,0,0,0
74817,0,0,0,0,0
75426,0,0,0,0,0
76492,0,0,0,0,0
77131,0,0,0,0,0
77772,0,0,0,0,0
78407,0,0,0,0,0
79000,0,0,0,0,0
79650,0,0,0,0,0
80307,0,0,0,0,0
80969,0,0,0,0,0
81637,0,0,0,0,0
82313,0,0,0,0,0
83001,0,0,0,0,0
83783,0,0,0,0,0
84596,0,0,0,0,0
85320,0,0,0,0,0
86134,0,0,0,0,0
86936,0,0,0,0,0
87677,0,0,0,0,0
87678,0,0,0,0,0
88431,0,0,0,0,0
89210,0,0,0,0,0
90690,0,0,0,0,0
90691,0,0,0,0,0
91829,0,0,0,0,0
92584,0,0,0,0,0
93322,0,0,0,0,0
93954,0,0,0,0,0
94750,0,0,0,0,0
94751,0,0,0,0,0
95692,0,0,0,0,0
96467,0,0,0,0,0
97317,0,0,0,0,0
98226,0,0,0,0,0
99413,0,0,0,0,0
100022,0,0,0,0,0
100687,0,0,0,0,0
101387,0,0,0,0,0
102100,0,0,0,0,0
102818,0,0,0,0,0
23460,0,0,0,0,0
24013,0,0,0,0,0
24573,90,1,41,12,0
25152,90,0,19,1,0
25449,0,0,0,0,0
26039,0,0,0,0,0
26638,0,0,0,0,0
27238,90,0,21,6,1
27839,90,0,23,6,1
28420,90,1,28,7,1
28985,90,0,8,2,0
29592,90,0,12,1,0
30199,63,0,6,1,0
30810,0,0,0,0,0
31895,0,0,0,0,0
32397,90,0,25,2,0
32999,90,0,19,8,0
33839,45,0,4,1,0
34487,0,0,0,0,0
35144,90,0,10,2,0
35809,67,0,22,6,1
36530,0,0,0,0,0
37305,0,0,0,0,0
38206,80,0,30,6,1
38207,0,0,0,0,0
38956,0,0,0,0,0
39709,0,0,0,0,0
40375,0,0,0,0,0
40672,0,0,0,0,0
41359,90,0,10,1,0
42051,90,0,10,1,0
42052,90,0,12,2,0
43290,90,2,56,14,1
43935,90,0,14,1,0
44965,0,0,0,0,0
45541,0,0,0,0,0
46247,0,0,0,0,0
47083,0,0,0,0,0
47641,0,0,0,0,0
48210,0,0,0,0,0
48792,0,0,0,0,0
49391,0,0,0,0,0
49998,0,0,0,0,0
50609,0,0,0,0,0
51222,0,0,0,0,0
51840,0,0,0,0,0
52459,0,0,0,0,0
53082,0,0,0,0,0
53710,0,0,0,0,0
54916,0,0,0,0,0
55553,0,0,0,0,0
57135,0,0,0,0,0
57442,0,0,0,0,0
57894,0,0,0,0,0
58621,0,0,0,0,0
59356,0,0,0,0,0
59893,0,0,0,0,0
60625,0,0,0,0,0
61282,0,0,0,0,0
62073,0,0,0,0,0
62074,0,0,0,0,0
63151,0,0,0,0,0
63709,0,0,0,0,0
64699,0,0,0,0,0
64700,0,0,0,0,0
65441,0,0,0,0,0
66116,0,0,0,0,0
66871,0,0,0,0,0
67666,0,0,0,0,0
68485,0,0,0,0,0
69245,0,0,0,0,0
69901,0,0,0,0,0
69902,0,0,0,0,0
71108,0,0,0,0,0
71843,0,0,0,0,0
76279,0,0,0,0,0
76852,45,0,5,1,0
77493,57,0,2,0,0
78136,0,0,0,0,0
78734,68,0,17,6,1
79366,90,1,30,7,1
80021,90,0,12,0,0
80682,90,0,12,1,0
81348,90,1,23,7,1
82020,73,0,15,1,0
82696,90,2,19,10,0
83435,90,2,23,8,1
84245,90,2,36,8,1
84993,74,0,14,2,0
85772,45,0,2,1,0
86590,90,0,9,0,0
87354,78,0,8,2,0
88102,0,0,0,0,0
88849,90,0,13,1,0
89710,90,0,14,1,0
90345,90,0,17,1,0
91363,0,0,0,0,0
91364,0,0,0,0,0
92247,0,0,0,0,0
93003,0,0,0,0,0
93661,0,0,0,0,0
94375,90,0,10,2,0
95288,90,0,8,1,0
96115,63,0,9,1,0
96927,90,0,8,1,0
97830,90,0,24,6,1
98657,90,0,6,2,0
99476,90,0,10,1,0
100077,90,3,34,10,0
100751,90,0,6,0,0
101454,71,0,16,6,1
102169,0,0,0,0,0
102887,55,0,6,0,0
47696,90,0,8,3,1
48267,90,0,10,2,0
48852,60,0,10,2,1
49453,67,0,10,3,1
50060,90,0,12,2,0
50672,90,0,9,4,0
51286,71,0,2,1,0
51904,90,0,8,2,0
52524,76,0,11,2,0
53147,90,0,11,2,0
53775,90,2,31,10,0
54395,86,0,2,2,1
54982,69,0,1,0,0
55620,71,0,17,6,0
56245,0,0,0,0,0
57487,90,0,9,2,0
57943,21,0,2,1,0
58914,53,0,5,1,0
58915,75,0,5,2,0
59673,41,0,4,1,0
59674,63,0,5,2,0
59975,82,0,10,2,0
60690,61,0,7,2,0
61351,85,0,3,2,1
62180,83,0,7,2,0
63419,18,0,3,1,0
63820,81,0,4,3,1
64794,74,0,13,3,1
65475,0,0,0,0,0
66454,2,0,3,1,0
67176,12,0,3,1,0
68030,0,0,0,0,0
68824,0,0,0,0,0
69554,0,0,0,0,0
70021,0,0,0,0,0
71613,0,0,0,0,0
71918,16,0,10,3,0
73276,0,0,0,0,0
73862,0,0,0,0,0
74460,0,0,0,0,0
75065,0,0,0,0,0
75682,0,0,0,0,0
76203,0,0,0,0,0
76751,0,0,0,0,0
77392,0,0,0,0,0
78034,10,0,5,1,0
78640,0,0,0,0,0
79263,45,0,2,1,0
79917,7,0,3,1,0
80577,9,0,2,1,0
81242,0,0,0,0,0
81913,0,0,0,0,0
82589,0,0,0,0,0
83314,2,0,2,1,0
84116,0,0,0,0,0
84883,0,0,0,0,0
85646,0,0,0,0,0
86470,0,0,0,0,0
87240,0,0,0,0,0
88735,0,0,0,0,0
89574,0,0,0,0,0
89575,0,0,0,0,0
90267,0,0,0,0,0
91186,0,0,0,0,0
91187,0,0,0,0,0
92133,0,0,0,0,0
92889,0,0,0,0,0
93569,0,0,0,0,0
94261,0,0,0,0,0
95136,0,0,0,0,0
96000,0,0,0,0,0
96802,0,0,0,0,0
97691,0,0,0,0,0
98540,0,0,0,0,0
99505,0,0,0,0,0
100101,0,0,0,0,0
100783,0,0,0,0,0
101486,0,0,0,0,0
102202,0,0,0,0,0
102920,0,0,0,0,0
24014,0,0,0,0,0
24574,0,0,0,0,0
25153,64,0,14,2,1
25675,45,0,2,1,0
26270,0,0,0,0,0
26870,0,0,0,0,0
27471,0,0,0,0,0
28073,0,0,0,0,0
28630,0,0,0,0,0
29220,0,0,0,0,0
29827,14,0,1,1,0
30437,0,0,0,0,0
31051,13,0,0,1,0
32111,4,0,3,1,0
32552,0,0,0,0,0
33374,0,0,0,0,0
33375,0,0,0,0,0
34088,0,0,0,0,0
34736,0,0,0,0,0
35397,0,0,0,0,0
36062,0,0,0,0,0
36834,0,0,0,0,0
36835,0,0,0,0,0
37582,0,0,0,0,0
38646,60,0,3,2,0
38647,0,0,0,0,0
39229,0,0,0,0,0
39230,18,0,2,1,0
39961,90,0,27,6,1
40925,62,0,5,2,1
41615,0,0,0,0,0
42310,0,0,0,0,0
43516,90,2,36,8,1
44334,69,0,9,3,0
45169,0,0,0,0,0
45804,0,0,0,0,0
46512,25,1,53,10,0
74699,6,0,1,1,0
75307,22,0,4,1,0
75931,0,0,0,0,0
76374,9,0,4,1,0
77009,49,0,15,3,0
77650,20,0,2,1,0
78293,0,0,0,0,0
79526,0,0,0,0,0
80182,0,0,0,0,0
80843,0,0,0,0,0
81509,0,0,0,0,0
82183,0,0,0,0,0
82861,0,0,0,0,0
83626,0,0,0,0,0
84454,0,0,0,0,0
84455,0,0,0,0,0
85167,0,0,0,0,0
85981,0,0,0,0,0
86788,0,0,0,0,0
86789,0,0,0,0,0
87538,0,0,0,0,0
88285,35,0,7,1,0
89033,0,0,0,0,0
89928,0,0,0,0,0
91672,0,0,0,0,0
92437,9,0,3,1,0
93196,16,0,4,1,0
94568,0,0,0,0,0
95541,0,0,0,0,0
95542,0,0,0,0,0
96308,0,0,0,0,0
97143,1,0,2,1,0
98074,77,1,27,7,1
98075,6,0,3,1,0
98854,90,0,11,2,0
98990,0,0,0,0,0
99640,0,0,0,0,0
100246,0,0,0,0,0
100936,14,0,15,4,0
101641,1,0,2,1,0
102358,0,0,0,0,0
24575,90,0,13,2,0
25154,90,0,26,4,0
25384,0,0,0,0,0
25974,90,0,21,4,0
26573,90,0,25,6,1
27173,90,0,20,6,1
27774,90,0,19,5,1
28360,90,0,18,6,1
28920,83,0,12,2,0
29527,14,0,4,1,0
30134,90,0,8,1,0
30745,62,0,15,6,1
31834,0,0,0,0,0
32353,90,3,30,8,0
32901,90,0,14,2,0
33770,0,0,0,0,0
34416,0,0,0,0,0
35070,0,0,0,0,0
35734,0,0,0,0,0
36444,0,0,0,0,0
37219,76,0,5,0,0
38081,90,1,35,10,1
38082,0,0,0,0,0
39558,90,0,14,2,0
40256,90,0,13,0,0
40589,56,0,5,1,0
41220,90,0,11,1,0
41911,90,0,12,1,0
42595,63,0,2,1,0
42596,90,0,20,5,0
43787,90,0,21,6,1
44783,90,0,3,0,0
45425,90,0,25,6,1
46108,90,0,11,2,0
46820,90,0,11,1,0
47377,90,1,22,7,1
47941,90,0,24,6,1
48517,90,3,31,9,1
49115,90,0,8,1,0
49720,90,0,16,1,0
50331,90,0,26,4,0
50943,90,0,15,2,0
51559,90,0,21,4,0
52177,83,0,12,2,0
52800,0,0,0,0,0
53424,70,0,13,5,1
54054,78,1,26,9,0
55264,90,3,35,12,1
55903,21,0,1,0,0
57275,4,0,2,1,0
57687,90,1,37,7,1
58142,45,0,1,0,0
58839,82,0,21,6,1
59584,78,0,16,1,0
60314,0,0,0,0,0
60976,82,0,12,1,0
61659,0,0,0,0,0
62618,0,0,0,0,0
62619,0,0,0,0,0
63344,0,0,0,0,0
64262,45,0,26,7,0
65212,90,0,22,4,0
65213,90,0,17,5,1
65610,87,0,9,2,0
66361,0,0,0,0,0
67094,69,0,20,6,1
67920,90,0,5,2,0
68729,0,0,0,0,0
69471,0,0,0,0,0
70554,0,0,0,0,0
70555,0,0,0,0,0
71125,0,0,0,0,0
72247,0,0,0,0,0
72753,0,0,0,0,0
73330,0,0,0,0,0
73917,0,0,0,0,0
74516,0,0,0,0,0
75121,0,0,0,0,0
75739,0,0,0,0,0
76245,0,0,0,0,0
76809,0,0,0,0,0
77450,0,0,0,0,0
78093,0,0,0,0,0
78697,0,0,0,0,0
79322,0,0,0,0,0
79977,0,0,0,0,0
80637,0,0,0,0,0
81303,0,0,0,0,0
81974,0,0,0,0,0
82650,0,0,0,0,0
83382,0,0,0,0,0
84187,0,0,0,0,0
84188,0,0,0,0,0
84945,0,0,0,0,0
85717,0,0,0,0,0
86536,0,0,0,0,0
87304,0,0,0,0,0
88050,0,0,0,0,0
88799,0,0,0,0,0
89652,0,0,0,0,0
90315,0,0,0,0,0
91290,0,0,0,0,0
92197,0,0,0,0,0
92953,0,0,0,0,0
93622,0,0,0,0,0
94325,0,0,0,0,0
95216,0,0,0,0,0
96064,0,0,0,0,0
96870,0,0,0,0,0
97767,0,0,0,0,0
98605,0,0,0,0,0
99249,0,0,0,0,0
99872,0,0,0,0,0
100515,0,0,0,0,0
101212,0,0,0,0,0
101925,84,0,13,1,0
102642,78,0,14,5,1
24016,0,0,0,0,0
24576,0,0,0,0,0
25155,0,0,0,0,0
25779,0,0,0,0,0
